instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,t_rank_norm,h_rank_norm,w_rank_norm,day_score,day_clustering
617,2012-09-08,3,1,9,0,6,0,2,0.66,0.61,0.8,0.28,1557,4419,5976,24.21,87.41,86.87,2.47,Good day
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.58,0.55,0.22,2570,5657,8227,33.11,31.4,70.38,2.01,Good day
619,2012-09-10,3,1,9,0,1,1,1,0.58,0.57,0.5,0.26,1118,6407,7525,37.0,20.93,82.76,2.15,Good day
620,2012-09-11,3,1,9,0,2,1,1,0.58,0.55,0.52,0.09,1070,6697,7767,37.89,25.1,8.28,1.47,Good day
621,2012-09-12,3,1,9,0,3,1,1,0.6,0.57,0.58,0.13,1050,6820,7870,35.16,37.82,23.39,1.67,Good day
622,2012-09-13,3,1,9,0,4,1,1,0.61,0.58,0.64,0.08,1054,6750,7804,32.76,52.67,5.95,1.57,Good day
623,2012-09-14,3,1,9,0,5,1,1,0.63,0.59,0.67,0.1,1379,6630,8009,29.69,60.74,11.35,1.61,Good day
624,2012-09-15,3,1,9,0,6,0,1,0.61,0.59,0.5,0.25,3160,5554,8714,33.45,20.38,79.75,2.0,Good day
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.56,0.57,0.09,2166,5167,7333,37.62,35.98,7.66,1.56,Good day
626,2012-09-17,3,1,9,0,1,1,2,0.58,0.55,0.73,0.15,1022,5847,6869,37.48,76.13,34.68,2.23,Good day
627,2012-09-18,3,1,9,0,2,1,2,0.62,0.57,0.87,0.36,371,3702,4073,30.92,95.35,96.85,2.85,Good day
628,2012-09-19,3,1,9,0,3,1,1,0.55,0.54,0.54,0.22,788,6803,7591,41.59,28.04,66.35,2.19,Good day
629,2012-09-20,3,1,9,0,4,1,1,0.55,0.53,0.62,0.12,939,6781,7720,42.54,47.74,16.35,1.92,Good day
630,2012-09-21,3,1,9,0,5,1,1,0.6,0.57,0.67,0.15,1250,6917,8167,35.16,59.99,35.84,2.01,Good day
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.61,0.65,0.28,2512,5883,8395,26.27,54.79,87.41,2.21,Good day
632,2012-09-23,4,1,9,0,0,0,1,0.53,0.52,0.47,0.22,2454,5453,7907,46.24,12.59,69.9,2.21,Good day
633,2012-09-24,4,1,9,0,1,1,1,0.51,0.5,0.49,0.14,1001,6435,7436,48.02,18.13,29.69,1.92,Good day
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.54,0.57,0.24,845,6693,7538,42.0,35.98,76.27,2.38,Good day
635,2012-09-26,4,1,9,0,3,1,1,0.64,0.6,0.63,0.24,787,6946,7733,29.0,50.62,79.21,2.17,Good day
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.61,0.69,0.13,751,6642,7393,26.27,65.53,24.9,1.69,Good day
637,2012-09-28,4,1,9,0,5,1,2,0.62,0.59,0.69,0.16,1045,6370,7415,31.74,65.25,40.49,2.01,Good day
638,2012-09-29,4,1,9,0,6,0,1,0.54,0.53,0.54,0.23,2589,5966,8555,43.3,30.64,71.96,2.32,Good day
639,2012-09-30,4,1,9,0,0,0,1,0.53,0.52,0.58,0.13,2015,4874,6889,46.72,39.74,25.72,2.06,Good day
640,2012-10-01,4,1,10,0,1,1,2,0.52,0.51,0.65,0.09,763,6015,6778,47.54,55.27,7.8,2.06,Good day
641,2012-10-02,4,1,10,0,2,1,3,0.59,0.54,0.87,0.1,315,4324,4639,36.53,95.21,11.63,2.16,Good day
642,2012-10-03,4,1,10,0,3,1,2,0.66,0.6,0.79,0.07,728,6844,7572,24.42,86.87,3.15,1.63,Good day
643,2012-10-04,4,1,10,0,4,1,2,0.66,0.61,0.72,0.12,891,6437,7328,24.42,73.6,16.01,1.63,Good day
644,2012-10-05,4,1,10,0,5,1,1,0.62,0.58,0.63,0.11,1516,6640,8156,32.35,50.21,11.9,1.59,Good day
645,2012-10-06,4,1,10,0,6,0,1,0.55,0.54,0.66,0.27,3031,4934,7965,41.31,58.89,84.4,2.67,Good day
646,2012-10-07,4,1,10,0,0,0,2,0.42,0.42,0.71,0.14,781,2729,3510,61.56,70.18,28.45,2.83,Good day
647,2012-10-08,4,1,10,1,1,0,2,0.38,0.39,0.71,0.19,874,4604,5478,67.17,70.45,55.54,3.27,Good day
648,2012-10-09,4,1,10,0,2,1,2,0.45,0.44,0.76,0.19,601,5791,6392,57.05,82.63,55.68,3.09,Good day
649,2012-10-10,4,1,10,0,3,1,1,0.51,0.5,0.63,0.19,780,6911,7691,48.02,50.62,54.31,2.49,Good day
650,2012-10-11,4,1,10,0,4,1,1,0.44,0.43,0.46,0.18,834,6736,7570,59.3,11.9,50.34,2.4,Good day
651,2012-10-12,4,1,10,0,5,1,1,0.44,0.43,0.54,0.24,1060,6222,7282,58.48,29.27,75.92,2.81,Good day
652,2012-10-13,4,1,10,0,6,0,1,0.39,0.39,0.49,0.15,2252,4857,7109,65.53,18.81,31.53,2.47,Good day
653,2012-10-14,4,1,10,0,0,0,1,0.52,0.51,0.64,0.28,2080,4559,6639,47.2,53.35,86.73,2.82,Good day
654,2012-10-15,4,1,10,0,1,1,2,0.56,0.54,0.71,0.3,760,5115,5875,40.49,69.97,90.22,2.82,Good day
655,2012-10-16,4,1,10,0,2,1,1,0.47,0.46,0.56,0.18,922,6612,7534,53.63,33.52,50.75,2.45,Good day
656,2012-10-17,4,1,10,0,3,1,1,0.46,0.45,0.69,0.1,979,6482,7461,56.22,66.14,10.53,2.45,Good day
657,2012-10-18,4,1,10,0,4,1,2,0.52,0.51,0.73,0.24,1008,6501,7509,46.92,74.15,76.81,2.92,Good day
658,2012-10-19,4,1,10,0,5,1,2,0.56,0.54,0.82,0.13,753,4671,5424,39.95,89.81,25.44,2.35,Good day
659,2012-10-20,4,1,10,0,6,0,1,0.48,0.47,0.57,0.12,2806,5284,8090,51.64,36.53,15.87,2.07,Good day
660,2012-10-21,4,1,10,0,0,0,1,0.46,0.46,0.51,0.17,2132,4692,6824,54.24,23.67,41.72,2.28,Good day
661,2012-10-22,4,1,10,0,1,1,1,0.49,0.48,0.57,0.08,830,6228,7058,51.03,35.16,5.47,1.94,Good day
662,2012-10-23,4,1,10,0,2,1,1,0.54,0.53,0.64,0.09,841,6625,7466,42.95,53.49,9.03,1.91,Good day
663,2012-10-24,4,1,10,0,3,1,1,0.59,0.56,0.64,0.07,795,6898,7693,36.8,52.19,3.97,1.67,Good day
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.53,0.8,0.12,875,6484,7359,42.0,87.55,19.29,2.33,Good day
665,2012-10-26,4,1,10,0,5,1,2,0.55,0.52,0.81,0.13,1182,6262,7444,42.68,88.37,23.67,2.4,Good day
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.52,0.72,0.24,2643,5209,7852,45.96,72.91,76.06,2.87,Good day
667,2012-10-28,4,1,10,0,0,0,2,0.48,0.47,0.69,0.4,998,3461,4459,52.12,66.69,98.77,3.22,Good day
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.44,0.88,0.36,2,20,22,58.0,95.76,97.13,3.67,Normal day
669,2012-10-30,4,1,10,0,2,1,2,0.32,0.31,0.83,0.21,87,1009,1096,79.21,90.83,65.53,3.94,Normal day
670,2012-10-31,4,1,10,0,3,1,2,0.36,0.36,0.67,0.17,419,5147,5566,71.0,59.44,42.13,3.15,Good day
671,2012-11-01,4,1,11,0,4,1,2,0.37,0.37,0.58,0.16,466,5520,5986,69.9,39.4,37.35,2.86,Good day
672,2012-11-02,4,1,11,0,5,1,1,0.36,0.36,0.52,0.27,618,5229,5847,71.41,25.31,84.06,3.24,Good day
673,2012-11-03,4,1,11,0,6,0,2,0.34,0.32,0.49,0.27,1029,4109,5138,73.73,17.44,84.95,3.24,Good day
674,2012-11-04,4,1,11,0,0,0,1,0.33,0.33,0.53,0.18,1201,3906,5107,76.95,27.22,49.25,3.07,Good day
675,2012-11-05,4,1,11,0,1,1,1,0.32,0.31,0.49,0.24,378,4881,5259,78.8,18.6,76.47,3.31,Good day
676,2012-11-06,4,1,11,0,2,1,1,0.28,0.28,0.57,0.17,466,5220,5686,85.98,34.4,46.51,3.39,Good day
677,2012-11-07,4,1,11,0,3,1,2,0.3,0.27,0.55,0.3,326,4709,5035,82.9,31.4,91.11,3.71,Normal day
678,2012-11-08,4,1,11,0,4,1,1,0.35,0.34,0.33,0.35,340,4975,5315,72.09,1.78,96.03,3.14,Good day
679,2012-11-09,4,1,11,0,5,1,1,0.36,0.36,0.54,0.21,709,5283,5992,70.73,29.75,66.07,3.08,Good day
680,2012-11-10,4,1,11,0,6,0,1,0.39,0.39,0.65,0.06,2090,4446,6536,66.07,54.45,1.5,2.54,Good day
681,2012-11-11,4,1,11,0,0,0,1,0.42,0.42,0.66,0.13,2290,4562,6852,61.29,58.14,21.2,2.63,Good day
682,2012-11-12,4,1,11,1,1,0,1,0.48,0.48,0.74,0.17,1097,5172,6269,51.3,78.39,46.65,2.79,Good day
683,2012-11-13,4,1,11,0,2,1,2,0.34,0.32,0.66,0.34,327,3767,4094,73.73,58.55,94.53,3.74,Normal day
684,2012-11-14,4,1,11,0,3,1,1,0.29,0.28,0.55,0.2,373,5122,5495,84.27,32.56,59.23,3.45,Good day
685,2012-11-15,4,1,11,0,4,1,2,0.32,0.32,0.62,0.15,320,5125,5445,78.32,48.22,35.02,3.18,Good day
686,2012-11-16,4,1,11,0,5,1,1,0.34,0.35,0.52,0.17,484,5214,5698,73.05,25.92,44.94,2.9,Good day
687,2012-11-17,4,1,11,0,6,0,1,0.32,0.33,0.55,0.18,1313,4316,5629,77.43,31.12,49.79,3.13,Good day
688,2012-11-18,4,1,11,0,0,0,1,0.34,0.34,0.69,0.23,922,3747,4669,74.15,66.14,72.09,3.61,Normal day
689,2012-11-19,4,1,11,0,1,1,2,0.38,0.38,0.62,0.24,449,5050,5499,67.58,49.25,75.65,3.28,Good day
690,2012-11-20,4,1,11,0,2,1,2,0.37,0.38,0.68,0.08,534,5100,5634,68.81,63.68,6.16,2.76,Good day
691,2012-11-21,4,1,11,0,3,1,1,0.35,0.36,0.61,0.1,615,4531,5146,71.82,46.79,11.22,2.73,Good day
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.35,0.58,0.05,955,1470,2425,74.76,39.06,1.09,2.64,Good day
693,2012-11-23,4,1,11,0,5,1,1,0.37,0.38,0.57,0.15,1603,2307,3910,69.63,35.43,32.83,2.77,Good day
694,2012-11-24,4,1,11,0,6,0,1,0.28,0.25,0.4,0.38,532,1745,2277,86.59,4.79,98.08,3.63,Normal day
695,2012-11-25,4,1,11,0,0,0,1,0.25,0.26,0.47,0.15,309,2115,2424,91.72,12.86,33.93,3.22,Good day
696,2012-11-26,4,1,11,0,1,1,1,0.31,0.34,0.54,0.05,337,4750,5087,80.51,27.77,0.68,2.7,Good day
697,2012-11-27,4,1,11,0,2,1,2,0.29,0.28,0.79,0.24,123,3836,3959,83.72,85.64,77.15,4.14,Normal day
698,2012-11-28,4,1,11,0,3,1,1,0.3,0.29,0.51,0.21,198,5062,5260,82.63,21.96,64.3,3.34,Good day
699,2012-11-29,4,1,11,0,4,1,1,0.28,0.3,0.56,0.12,243,5080,5323,85.77,33.24,15.05,3.06,Good day
700,2012-11-30,4,1,11,0,5,1,1,0.3,0.32,0.65,0.06,362,5306,5668,82.28,55.54,1.64,3.04,Good day
701,2012-12-01,4,1,12,0,6,0,2,0.3,0.32,0.81,0.06,951,4240,5191,82.28,88.24,1.78,3.37,Good day
702,2012-12-02,4,1,12,0,0,0,2,0.35,0.36,0.82,0.12,892,3757,4649,72.64,90.63,19.49,3.28,Good day
703,2012-12-03,4,1,12,0,1,1,1,0.45,0.46,0.77,0.08,555,5679,6234,56.5,83.58,5.95,2.59,Good day
704,2012-12-04,4,1,12,0,2,1,1,0.48,0.47,0.73,0.17,551,6055,6606,52.46,75.72,46.85,2.8,Good day
705,2012-12-05,4,1,12,0,3,1,1,0.44,0.43,0.48,0.32,331,5398,5729,58.14,15.87,93.16,2.83,Good day
706,2012-12-06,4,1,12,0,4,1,1,0.26,0.26,0.51,0.17,340,5035,5375,90.63,23.46,47.33,3.43,Good day
707,2012-12-07,4,1,12,0,5,1,2,0.32,0.32,0.76,0.13,349,4659,5008,78.52,83.17,22.64,3.41,Good day
708,2012-12-08,4,1,12,0,6,0,2,0.38,0.39,0.91,0.1,1153,4429,5582,67.44,98.29,10.67,3.11,Good day
709,2012-12-09,4,1,12,0,0,0,2,0.38,0.39,0.91,0.16,441,2787,3228,66.89,97.67,38.03,3.36,Good day
710,2012-12-10,4,1,12,0,1,1,2,0.44,0.44,0.92,0.19,329,4841,5170,58.96,98.91,55.95,3.32,Good day
711,2012-12-11,4,1,12,0,2,1,2,0.35,0.34,0.6,0.3,282,5219,5501,71.82,43.3,90.22,3.49,Good day
712,2012-12-12,4,1,12,0,3,1,2,0.3,0.3,0.54,0.16,310,5009,5319,82.49,28.86,39.81,3.16,Good day
713,2012-12-13,4,1,12,0,4,1,1,0.3,0.29,0.49,0.17,425,5107,5532,82.9,16.07,46.85,3.12,Good day
714,2012-12-14,4,1,12,0,5,1,1,0.28,0.29,0.64,0.13,429,5182,5611,85.64,53.9,23.26,3.34,Good day
715,2012-12-15,4,1,12,0,6,0,1,0.32,0.34,0.65,0.11,767,4280,5047,77.77,55.75,11.9,3.01,Good day
716,2012-12-16,4,1,12,0,0,0,2,0.36,0.37,0.84,0.1,538,3248,3786,70.45,92.61,10.26,3.14,Good day
717,2012-12-17,4,1,12,0,1,1,2,0.39,0.4,0.91,0.1,212,4373,4585,65.53,97.95,9.58,3.04,Good day
718,2012-12-18,4,1,12,0,2,1,1,0.41,0.41,0.67,0.22,433,5124,5557,62.72,59.23,68.67,3.16,Good day
719,2012-12-19,4,1,12,0,3,1,1,0.33,0.34,0.63,0.18,333,4934,5267,75.72,49.79,51.71,3.29,Good day
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.34,0.67,0.13,314,3814,4128,76.2,59.78,23.53,3.12,Good day
721,2012-12-21,1,1,12,0,5,1,2,0.33,0.3,0.56,0.37,221,3402,3623,76.68,33.38,97.81,3.61,Normal day
722,2012-12-22,1,1,12,0,6,0,1,0.27,0.24,0.44,0.41,205,1544,1749,88.65,8.96,98.91,3.74,Normal day
723,2012-12-23,1,1,12,0,0,0,1,0.25,0.26,0.52,0.13,408,1379,1787,91.72,24.08,23.87,3.23,Good day
724,2012-12-24,1,1,12,0,1,1,2,0.23,0.26,0.79,0.08,174,746,920,92.89,86.46,4.79,3.7,Normal day
725,2012-12-25,1,1,12,1,2,0,2,0.29,0.29,0.73,0.17,440,573,1013,83.86,76.33,43.98,3.72,Normal day
726,2012-12-26,1,1,12,0,3,1,3,0.24,0.22,0.82,0.32,9,432,441,92.0,90.63,92.75,4.59,Bad day
727,2012-12-27,1,1,12,0,4,1,2,0.25,0.23,0.65,0.35,247,1867,2114,90.9,56.63,96.31,4.26,Bad day
728,2012-12-28,1,1,12,0,5,1,2,0.25,0.26,0.59,0.16,644,2451,3095,91.18,41.45,36.59,3.52,Normal day
729,2012-12-29,1,1,12,0,6,0,2,0.25,0.24,0.75,0.12,159,1182,1341,91.18,80.03,19.7,3.73,Normal day
730,2012-12-30,1,1,12,0,0,0,1,0.26,0.23,0.48,0.35,364,1432,1796,90.63,15.46,96.44,3.84,Normal day
731,2012-12-31,1,1,12,0,1,1,2,0.22,0.22,0.58,0.15,439,2290,2729,94.94,38.03,36.11,3.59,Normal day
